date,2022_FIFA_World_Cup_final,Lionel_Messi,Kylian_Mbappé,Argentina_national_football_team,France_national_football_team
2022-11-10,0.0,33449.0,8981.0,25093.0,24907.0
2022-11-11,0.0,34916.0,8759.0,35563.0,15445.0
2022-11-12,0.0,35310.0,9185.0,27030.0,13831.0
2022-11-13,0.0,42967.0,11535.0,27792.0,13885.0
2022-11-14,0.0,46169.0,10373.0,31220.0,18349.0
2022-11-15,0.0,44629.0,11339.0,36795.0,19858.0
2022-11-16,0.0,65544.0,14256.0,93432.0,24177.0
2022-11-17,0.0,60045.0,14066.0,53068.0,21010.0
2022-11-18,0.0,55875.0,14075.0,48983.0,21773.0
2022-11-19,0.0,70348.0,17627.0,51077.0,28405.0
2022-11-20,0.0,103463.0,28679.0,76467.0,60664.0
2022-11-21,0.0,100339.0,28720.0,73520.0,55090.0
2022-11-22,0.0,238253.0,188720.0,286812.0,187107.0
2022-11-23,0.0,131438.0,81145.0,75076.0,97036.0
2022-11-24,0.0,144450.0,45424.0,59930.0,53597.0
2022-11-25,0.0,106803.0,34921.0,51008.0,45234.0
2022-11-26,0.0,358668.0,300855.0,211967.0,132123.0
2022-11-27,0.0,224223.0,131597.0,101553.0,64267.0
2022-11-28,0.0,145630.0,64912.0,53574.0,42846.0
2022-11-29,0.0,105799.0,51160.0,48740.0,48639.0
2022-11-30,0.0,193500.0,80313.0,195847.0,117466.0
2022-12-01,0.0,119523.0,44971.0,88063.0,57483.0
2022-12-02,0.0,81299.0,34231.0,38154.0,46498.0
2022-12-03,27.0,375257.0,43327.0,119002.0,39870.0
2022-12-04,40.0,214192.0,548046.0,57468.0,138731.0
2022-12-05,34.0,121650.0,253069.0,37924.0,70774.0
2022-12-06,33.0,120870.0,132826.0,38659.0,53537.0
2022-12-07,12.0,93184.0,91472.0,28003.0,31407.0
2022-12-08,9.0,71310.0,71636.0,23384.0,22475.0
2022-12-09,13.0,333436.0,107794.0,195721.0,58997.0
2022-12-10,11.0,323061.0,431335.0,131509.0,191992.0
2022-12-11,1.0,192967.0,192041.0,63055.0,87297.0
2022-12-12,13.0,136278.0,105258.0,49765.0,42430.0
2022-12-13,50.0,484512.0,132314.0,223802.0,61035.0
2022-12-14,95.0,471547.0,432077.0,162736.0,191647.0
2022-12-15,174.0,259780.0,312491.0,83649.0,113943.0
2022-12-16,85.0,177968.0,148409.0,54905.0,52866.0
2022-12-17,105.0,196480.0,165480.0,60123.0,61181.0
2022-12-18,597.0,3086080.0,2216858.0,749244.0,394154.0
2022-12-19,8762.0,2022489.0,1256057.0,412097.0,140048.0
2022-12-20,35012.0,786925.0,506988.0,169040.0,54606.0
2022-12-21,24161.0,444473.0,297928.0,102205.0,32104.0
2022-12-22,18996.0,289875.0,181261.0,68644.0,22377.0
2022-12-23,13304.0,203980.0,126360.0,50430.0,17062.0
2022-12-24,12249.0,167005.0,102773.0,40427.0,13954.0
2022-12-25,11528.0,146707.0,98999.0,35406.0,12458.0
2022-12-26,9722.0,125717.0,76209.0,32300.0,11621.0
2022-12-27,6785.0,105540.0,61482.0,27242.0,9884.0
2022-12-28,6644.0,96122.0,56230.0,24483.0,9754.0
2022-12-29,6195.0,103166.0,62955.0,23641.0,8581.0
2022-12-30,6063.0,110006.0,54851.0,24056.0,8380.0
2022-12-31,5613.0,100068.0,42115.0,19739.0,7216.0
2023-01-01,4994.0,79963.0,37649.0,18456.0,6991.0
2023-01-02,4813.0,76815.0,33425.0,17843.0,7205.0
2023-01-03,4854.0,72579.0,35451.0,17095.0,6630.0
2023-01-04,4798.0,69055.0,33080.0,16310.0,6073.0
2023-01-05,4284.0,61151.0,31052.0,14540.0,6351.0
2023-01-06,4309.0,57138.0,28315.0,14999.0,6320.0
2023-01-07,4484.0,57794.0,26292.0,14352.0,6453.0
2023-01-08,4038.0,53172.0,24903.0,13467.0,6286.0
2023-01-09,3903.0,50168.0,23173.0,12439.0,10527.0
2023-01-10,3583.0,48474.0,20693.0,11926.0,10281.0
2023-01-11,3449.0,52221.0,21453.0,11116.0,6301.0
2023-01-12,3289.0,62788.0,20883.0,10809.0,5674.0
2023-01-13,2998.0,50429.0,18482.0,10277.0,5232.0
2023-01-14,3190.0,47366.0,20287.0,11045.0,5534.0
2023-01-15,3471.0,51765.0,20831.0,10736.0,6305.0
2023-01-16,2954.0,42302.0,17569.0,9158.0,4636.0
2023-01-17,2853.0,40787.0,16680.0,9145.0,4343.0
2023-01-18,3260.0,40832.0,16232.0,8900.0,3980.0
2023-01-19,3505.0,56106.0,23880.0,9261.0,4180.0
2023-01-20,3030.0,53270.0,22464.0,8588.0,3957.0
2023-01-21,2799.0,40948.0,19307.0,8417.0,3930.0
2023-01-22,3104.0,43787.0,21262.0,9207.0,4013.0
2023-01-23,2926.0,44104.0,26890.0,9341.0,4094.0
2023-01-24,2612.0,46003.0,37303.0,8295.0,4071.0
2023-01-25,2478.0,40218.0,20014.0,7401.0,3918.0
2023-01-26,2559.0,39902.0,16599.0,7582.0,3760.0
2023-01-27,2495.0,36898.0,15089.0,7579.0,3472.0
2023-01-28,2369.0,34504.0,15213.0,7973.0,3587.0
2023-01-29,2605.0,36488.0,16219.0,7593.0,3645.0
2023-01-30,2259.0,34044.0,14176.0,6993.0,3277.0
2023-01-31,2230.0,33051.0,13297.0,7226.0,3267.0
2023-02-01,2709.0,39263.0,16384.0,9113.0,3343.0
2023-02-02,2502.0,47828.0,17741.0,7446.0,6298.0
2023-02-03,2243.0,38498.0,14714.0,7593.0,4455.0
2023-02-04,2173.0,50000.0,14771.0,7135.0,4194.0
2023-02-05,2588.0,61244.0,16405.0,7490.0,4502.0
2023-02-06,1952.0,39695.0,13003.0,6353.0,3854.0
2023-02-07,2101.0,35891.0,12690.0,6318.0,3905.0
2023-02-08,1943.0,40312.0,15350.0,6056.0,3786.0
2023-02-09,1933.0,42812.0,15758.0,5911.0,3690.0
2023-02-10,1994.0,40918.0,14242.0,5991.0,3643.0
2023-02-11,2124.0,37891.0,14898.0,6481.0,4301.0
2023-02-12,2417.0,35545.0,15257.0,6486.0,4163.0
2023-02-13,2560.0,33571.0,15076.0,5873.0,3551.0
2023-02-14,2584.0,40133.0,22967.0,5524.0,4083.0
2023-02-15,2959.0,33802.0,18550.0,7299.0,4309.0
2023-02-16,2824.0,33722.0,14255.0,7850.0,4004.0
2023-02-17,2616.0,30275.0,14263.0,7643.0,3532.0
2023-02-18,2874.0,29490.0,16813.0,7988.0,3775.0
2023-02-19,3010.0,48571.0,20846.0,8179.0,4235.0
2023-02-20,2701.0,40548.0,17730.0,7389.0,3937.0
2023-02-21,2853.0,40097.0,16158.0,7998.0,4375.0
2023-02-22,2557.0,34075.0,14263.0,7698.0,4013.0
2023-02-23,2832.0,38007.0,14814.0,8532.0,4244.0
2023-02-24,2820.0,33345.0,12755.0,7955.0,3989.0
2023-02-25,2752.0,40085.0,14005.0,9527.0,3840.0
2023-02-26,3499.0,54828.0,24981.0,9473.0,4312.0
2023-02-27,2939.0,81597.0,34645.0,9720.0,4081.0
2023-02-28,2930.0,83247.0,23766.0,10036.0,4021.0
2023-03-01,2622.0,46707.0,19420.0,8219.0,4658.0
2023-03-02,2570.0,44818.0,18532.0,8807.0,3932.0
2023-03-03,2427.0,43556.0,13982.0,12830.0,3941.0
2023-03-04,2402.0,46313.0,28512.0,11459.0,4426.0
2023-03-05,2640.0,58087.0,50818.0,8749.0,4648.0
2023-03-06,2226.0,39510.0,22225.0,7297.0,4036.0
2023-03-07,2315.0,36966.0,19266.0,6945.0,3951.0
2023-03-08,2983.0,47791.0,26540.0,7044.0,4811.0
2023-03-09,2711.0,46041.0,21533.0,6062.0,4792.0
2023-03-10,2381.0,35338.0,15960.0,5638.0,4252.0
2023-03-11,2516.0,35436.0,17763.0,5636.0,4034.0
2023-03-12,2823.0,39318.0,17914.0,5755.0,3930.0
2023-03-13,2362.0,36351.0,13252.0,5464.0,3806.0
2023-03-14,2472.0,38917.0,17019.0,6038.0,4184.0
2023-03-15,2682.0,40427.0,20362.0,6264.0,4584.0
2023-03-16,2601.0,34840.0,14438.0,6616.0,9461.0
2023-03-17,2297.0,33227.0,12259.0,6907.0,7341.0
2023-03-18,2615.0,37530.0,14662.0,7131.0,6310.0
